,belongs_to_collection,genre1,genre2,genre3,genre4,genre5,genre6,genre7,genres,original_language,revenue,title,vote_average,vote_count
3261,,Adventure,Fantasy,Drama,,,,,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]",en,3669465.0,The Fall,7.7,430.0
3262,"{'id': 44215, 'name': 'Stargate SG-1 Collection', 'poster_path': '/5TTU7voIo3t0IYzZTPQQAbawy6Y.jpg', 'backdrop_path': '/fwVVh9o0WZsZNstpX3O55ff7Hs8.jpg'}",Adventure,Science Fiction,,,,,,"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",en,8900000.0,Stargate: The Ark of Truth,6.9,143.0
3263,,Crime,Drama,,,,,,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",en,0.0,An American Crime,7.3,165.0
3264,,Comedy,Romance,,,,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",da,170000000.0,What Happens in Vegas,5.8,949.0
3265,"{'id': 298820, 'name': 'American Pie (Spin-off) Collection', 'poster_path': '/deSui9fZHgArlSmOGxRV1ZBqYTO.jpg', 'backdrop_path': '/au9AnpVPqjFfTZIGGuV94276KaL.jpg'}",Comedy,,,,,,,"[{'id': 35, 'name': 'Comedy'}]",en,0.0,American Pie Presents: Beta House,5.4,480.0
3266,"{'id': 420, 'name': 'The Chronicles of Narnia Collection', 'poster_path': '/sh6Kn8VBfXotJ6qsvJkdfscxXKR.jpg', 'backdrop_path': '/ojjzZUQlqKTsN1T7s5OAVZSjYMH.jpg'}",Adventure,Family,Fantasy,,,,,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",en,419651413.0,The Chronicles of Narnia: Prince Caspian,6.3,1668.0
3267,,Thriller,Crime,Drama,Horror,,,,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",en,0.0,The Girl Next Door,6.5,209.0
3268,"{'id': 84, 'name': 'Indiana Jones Collection', 'poster_path': '/lpxDrACKJhbbGOlwVMNz5YCj6SI.jpg', 'backdrop_path': '/6kh59mZizZsttZPR0HAdXk6Ve2n.jpg'}",Adventure,Action,,,,,,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",en,786636033.0,Indiana Jones and the Kingdom of the Crystal Skull,5.7,2558.0
3269,,Crime,Mystery,Thriller,,,,,"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",en,0.0,The Oxford Murders,5.7,191.0
3270,,Horror,Mystery,Thriller,,,,,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",en,0.0,Shutter,5.3,184.0
3271,"{'id': 50457, 'name': 'Sex and the City Collection', 'poster_path': '/o3e5Im6iL5tksRBsIS8TnxQK0uv.jpg', 'backdrop_path': '/uM6lHfySQ5sQEuUyMxKdtxsp3CQ.jpg'}",Comedy,Drama,Romance,,,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,415252786.0,Sex and the City,6.0,525.0
3272,,Thriller,Horror,Mystery,,,,,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",en,82391145.0,The Strangers,6.0,509.0
3273,,Horror,Mystery,Thriller,,,,,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",en,0.0,All the Boys Love Mandy Lane,5.7,211.0
3274,"{'id': 77816, 'name': 'Kung Fu Panda Collection', 'poster_path': '/2QT6PuYXY0T2Ry9rX0JKQYTrbwx.jpg', 'backdrop_path': '/uDosHOFFWtF5YteBRygHALFqLw2.jpg'}",Adventure,Animation,Family,Comedy,,,,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",en,631744560.0,Kung Fu Panda,6.9,3231.0
3275,,Comedy,Action,,,,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}]",en,201596308.0,You Don't Mess with the Zohan,5.5,1068.0
3276,,Comedy,Drama,Romance,,,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,240476.0,Chaos Theory,6.2,127.0
3277,,Crime,Drama,,,,,,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",en,1200398.0,Boy A,7.1,155.0
3278,,Thriller,Science Fiction,,,,,,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",en,163403799.0,The Happening,4.9,968.0
3279,,Science Fiction,Action,Adventure,,,,,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",en,163712074.0,The Incredible Hulk,6.1,3086.0
3280,,Animation,Family,,,,,,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",en,521311860.0,WALL쨌E,7.8,6439.0
3281,"{'id': 462400, 'name': 'Wanted - Collection', 'poster_path': None, 'backdrop_path': None}",Action,Thriller,Crime,,,,,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",en,258270008.0,Wanted,6.4,2583.0
3282,,Fantasy,Action,,,,,,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",en,624029371.0,Hancock,6.2,3050.0
3283,,Action,Comedy,Thriller,,,,,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",en,230685453.0,Get Smart,6.0,1072.0
3284,"{'id': 12077, 'name': ""St. Trinian's Collection"", 'poster_path': '/siu1m6v3zhW0DM6w5qBvvc14eCf.jpg', 'backdrop_path': '/8ZB31bmNPtldnpm5anQlFHAnCe0.jpg'}",Comedy,Family,Science Fiction,,,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",en,0.0,St. Trinian's,5.6,148.0
3285,"{'id': 13800, 'name': 'Futurama Collection', 'poster_path': '/vkrtsW1Fyzu4rRpWYz2ybDfKXb0.jpg', 'backdrop_path': '/wZ1Xuwhu4hbcHPAAZz9sFTIZTKX.jpg'}",Animation,Comedy,Science Fiction,Fantasy,,,,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 14, 'name': 'Fantasy'}]",en,0.0,Futurama: The Beast with a Billion Backs,6.9,156.0
3286,"{'id': 87250, 'name': 'Bambi Collection', 'poster_path': '/b941y7oiWBXJZaoWemW4exlpDxf.jpg', 'backdrop_path': '/pdeV9HC6ECDvUfICMWeMHvWsCIa.jpg'}",Animation,Drama,Family,,,,,"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",en,0.0,Bambi II,6.0,199.0
3287,"{'id': 458558, 'name': 'Mamma Mia! Collection', 'poster_path': None, 'backdrop_path': '/ebetnrgQW2htYdNoB9tygrpmAzW.jpg'}",Comedy,Romance,,,,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,609841637.0,Mamma Mia!,6.4,1435.0
3288,,Comedy,,,,,,,"[{'id': 35, 'name': 'Comedy'}]",fr,53191886.0,Welcome to the Sticks,6.7,638.0
3289,,Action,Horror,Thriller,,,,,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",en,0.0,Rogue,6.2,151.0
3290,"{'id': 72547, 'name': 'Journey Collection', 'poster_path': '/f3InNhgFNIvW3pwmjzB7lVtr028.jpg', 'backdrop_path': '/76AoK99XDWgIRrhtyrB0kOWYyfe.jpg'}",Action,Science Fiction,Adventure,Comedy,Family,,,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",en,101702060.0,Journey to the Center of the Earth,5.8,1353.0
3291,,Comedy,Science Fiction,Adventure,Family,,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",en,50650079.0,Meet Dave,5.1,381.0
3292,"{'id': 102019, 'name': 'Death Note Collection', 'poster_path': '/jh35G1kYbqEOddhxny6KmRHc9FI.jpg', 'backdrop_path': '/2y42CZ6LTtpJKYRf0dUEFQ13W9f.jpg'}",Fantasy,Mystery,Thriller,,,,,"[{'id': 14, 'name': 'Fantasy'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",ja,27793200.0,Death Note,6.8,163.0
3293,,Thriller,Crime,Mystery,,,,,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",en,5926410.0,Transsiberian,6.5,197.0
3294,"{'id': 118828, 'name': 'Space Chimps Collection', 'poster_path': '/ysGzOtpIWNJgIVtwqBErItzgMja.jpg', 'backdrop_path': '/kpZo1UkTfXbKcmx2OZxfn4O9qBl.jpg'}",Animation,Family,,,,,,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",en,63800345.0,Space Chimps,5.1,102.0
3295,"{'id': 44215, 'name': 'Stargate SG-1 Collection', 'poster_path': '/5TTU7voIo3t0IYzZTPQQAbawy6Y.jpg', 'backdrop_path': '/fwVVh9o0WZsZNstpX3O55ff7Hs8.jpg'}",Adventure,Science Fiction,,,,,,"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",en,0.0,Stargate: Continuum,6.8,151.0
3296,,Action,Mystery,Science Fiction,,,,,"[{'id': 28, 'name': 'Action'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}]",en,185258983.0,Watchmen,7.0,2892.0
3297,,Action,Crime,Drama,,,,,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",en,0.0,Felon,7.1,239.0
3298,,Comedy,,,,,,,"[{'id': 35, 'name': 'Comedy'}]",en,128107642.0,Step Brothers,6.5,1084.0
3299,"{'id': 19387, 'name': 'The X-Files Collection', 'poster_path': '/uqvuUgReZ5Y5C7S7axeRxE8zSM1.jpg', 'backdrop_path': '/22p3xTTuXc9FEnzyGlfB9KBtR4Y.jpg'}",Drama,Mystery,Science Fiction,Thriller,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",en,68369434.0,The X Files: I Want to Believe,5.5,534.0
3300,,Thriller,Documentary,Crime,History,,,,"[{'id': 53, 'name': 'Thriller'}, {'id': 99, 'name': 'Documentary'}, {'id': 80, 'name': 'Crime'}, {'id': 36, 'name': 'History'}]",en,2957978.0,Man on Wire,7.5,282.0
3301,"{'id': 33085, 'name': 'The Little Mermaid Collection', 'poster_path': '/mwyAzxyGm609qcNJYBRcGNaTblt.jpg', 'backdrop_path': '/eWVVSybV9xkrvGBAx2I721iROPx.jpg'}",Family,Animation,,,,,,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}]",en,0.0,The Little Mermaid II: Return to the Sea,5.9,342.0
3302,,Crime,Horror,Thriller,,,,,"[{'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",en,0.0,Pathology,5.6,147.0
3303,"{'id': 1733, 'name': 'The Mummy Collection', 'poster_path': '/4UMn5KmXopgpkC862Ms3t5j1sXl.jpg', 'backdrop_path': '/1BeKi6IytbfQlQocJSvP2k6sO1a.jpg'}",Adventure,Action,Fantasy,,,,,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",en,401128639.0,The Mummy: Tomb of the Dragon Emperor,5.2,1418.0
3304,,Mystery,Drama,Crime,Thriller,Horror,,,"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",en,3533227.0,The Midnight Meat Train,6.0,294.0
3305,,Drama,Romance,,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,96408652.0,Vicky Cristina Barcelona,6.7,1050.0
3306,,Animation,Action,Adventure,,,,,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",en,0.0,Batman: Gotham Knight,6.7,171.0
3307,,Action,Comedy,,,,,,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",en,101624843.0,Pineapple Express,6.6,1169.0
3308,"{'id': 96677, 'name': 'Red Cliff Collection', 'poster_path': '/3KFgWRuNk3d9QGCnQUXKJSsfrLC.jpg', 'backdrop_path': '/46G7BAqK6LDAxIFVLq926rzN65o.jpg'}",Adventure,Drama,Action,,,,,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",zh,127814609.0,Red Cliff,7.1,207.0
3309,"{'id': 17368, 'name': 'The Sisterhood of the Traveling Pants Collection', 'poster_path': '/kq1Hu7CmNyKJ5XTW5BK9yqOlQfi.jpg', 'backdrop_path': '/u0kYMfyYCEKuWvf3zZLorEhUKzR.jpg'}",Adventure,Comedy,Drama,Family,,,,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",en,44352417.0,The Sisterhood of the Traveling Pants 2,6.1,244.0
3310,"{'id': 87253, 'name': 'High School Musical Collection', 'poster_path': '/dXIgM9sEWIkUfRH8GZUKHv1t5n.jpg', 'backdrop_path': '/t1mwGPJi3NkwMeyeUHr9zlQhlTo.jpg'}",Comedy,Drama,Family,Music,,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}]",en,7000000.0,High School Musical 2,6.1,884.0
3311,,Action,Comedy,,,,,,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",en,188072649.0,Tropic Thunder,6.5,1707.0
3312,,Thriller,Animation,Action,Science Fiction,Adventure,Fantasy,,"[{'id': 53, 'name': 'Thriller'}, {'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",en,68282844.0,Star Wars: The Clone Wars,5.8,434.0
3313,,Action,Adventure,Horror,Science Fiction,,,,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",en,2033165.0,Mutant Chronicles,5.1,142.0
3314,,Drama,Animation,War,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 16, 'name': 'Animation'}, {'id': 10752, 'name': 'War'}]",he,11125849.0,Waltz with Bashir,7.8,294.0
3315,,Horror,Drama,,,,,,"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}]",sv,10785801.0,Let the Right One In,7.5,997.0
3316,"{'id': 86116, 'name': 'Death Race Collection', 'poster_path': '/uffHLg0ekFlErCp7OkpecXkWPng.jpg', 'backdrop_path': '/cGaVuq8ZjX1UPD9wPRlzx6lP9kK.jpg'}",Action,Thriller,Science Fiction,,,,,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",en,73762516.0,Death Race,6.0,1205.0
3317,,Romance,Comedy,,,,,,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",en,70442940.0,The House Bunny,5.6,548.0
3318,,Comedy,Music,,,,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",en,8762890.0,The Rocker,5.6,159.0
3319,"{'id': 105324, 'name': 'Mirrors Collection', 'poster_path': '/uiEEpqieH4kXQqps2QC19wOqd8v.jpg', 'backdrop_path': '/iKyRjgpQVkPZGXYUeFk6zezoNkL.jpg'}",Horror,Mystery,Thriller,,,,,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",en,72436439.0,Mirrors,6.0,494.0
3320,,Comedy,Drama,,,,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",en,163720069.0,Burn After Reading,6.5,1251.0
3321,,Action,Comedy,,,,,,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",en,14109284.0,Disaster Movie,3.1,250.0
3322,,Action,Adventure,Science Fiction,Thriller,,,,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",en,72108608.0,Babylon A.D.,5.4,687.0
3323,,Drama,Action,Thriller,Crime,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",en,23530831.0,Traitor,6.6,210.0
3324,"{'id': 127280, 'name': 'The Three Mothers Collection', 'poster_path': '/8T1ukxvmMBOwnOVg0wm7MMBRBpl.jpg', 'backdrop_path': '/8xCFLABKIDU90t9DAN3JdNAuX4D.jpg'}",Horror,,,,,,,"[{'id': 27, 'name': 'Horror'}]",it,54947.0,The Mother of Tears,4.1,135.0
3325,,Action,Comedy,Thriller,Crime,Science Fiction,,,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}]",en,39031337.0,The Spirit,4.7,323.0
3326,,Drama,Romance,,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,0.0,The Burning Plain,6.6,104.0
3327,,Action,Crime,Thriller,,,,,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",en,42487390.0,Bangkok Dangerous,5.0,336.0
3328,,Action,Crime,Drama,Thriller,,,,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,73174566.0,Righteous Kill,5.9,382.0
3329,,Drama,Crime,Thriller,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",en,27640028.0,Lakeview Terrace,5.9,294.0
3330,,Comedy,Fantasy,Romance,,,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",en,0.0,Ghost Town,6.4,288.0
3331,,Drama,Western,Crime,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}, {'id': 80, 'name': 'Crime'}]",en,20211394.0,Appaloosa,6.3,305.0
3332,,Mystery,Thriller,Action,,,,,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",en,178066569.0,Eagle Eye,6.3,1038.0
3333,,Comedy,Romance,Drama,,,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",en,17286299.0,How to Lose Friends & Alienate People,6.2,247.0
3334,,Drama,Romance,,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,84375061.0,Nights in Rodanthe,5.9,160.0
3335,,Comedy,Music,Romance,,,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",en,32973937.0,Nick and Norah's Infinite Playlist,6.4,387.0
3336,,Horror,Drama,Thriller,,,,,"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",fr,0.0,Martyrs,7.3,581.0
3337,,Drama,Crime,,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",it,0.0,Gomorrah,6.7,228.0
3338,,Comedy,Romance,,,,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,22707064.0,The Accidental Husband,5.2,179.0
3339,,Drama,History,Romance,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",en,0.0,The Duchess,6.7,406.0
3340,,Drama,,,,,,,"[{'id': 18, 'name': 'Drama'}]",en,0.0,Rachel Getting Married,6.1,165.0
3341,,Action,Drama,Thriller,,,,,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,113280098.0,Body of Lies,6.5,919.0
3342,,Adventure,Family,Fantasy,,,,,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",en,17869048.0,City of Ember,6.2,614.0
3343,,Action,,,,,,,"[{'id': 28, 'name': 'Action'}]",en,85416905.0,Max Payne,5.2,625.0
3344,,Comedy,,,,,,,"[{'id': 35, 'name': 'Comedy'}]",en,42105111.0,Zack and Miri Make a Porno,6.1,734.0
3345,,Drama,History,,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",en,29506464.0,W.,6.0,144.0
3346,,Romance,Comedy,,,,,,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",en,36620508.0,My Best Friend's Girl,5.4,223.0
3347,,Drama,,,,,,,"[{'id': 18, 'name': 'Drama'}]",en,0.0,"Synecdoche, New York",7.4,286.0
3348,,Adventure,,,,,,,"[{'id': 12, 'name': 'Adventure'}]",en,38105395.0,The Secret Life of Bees,7.4,159.0
3349,,Drama,Thriller,,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",de,19000000.0,The Wave,7.5,870.0
3350,,Comedy,Drama,Family,Romance,,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",en,0.0,"Angus, Thongs and Perfect Snogging",6.4,231.0
3351,"{'id': 123932, 'name': 'Quarantine Collection', 'poster_path': '/Aa0hh5DGedQPdFs2e43uRzqXw50.jpg', 'backdrop_path': '/7tMlGUiAGrryUimeKDnECC9mWEZ.jpg'}",Horror,Science Fiction,Thriller,,,,,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",en,40855419.0,Quarantine,5.6,343.0
3352,,Thriller,Crime,Drama,,,,,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",en,31148328.0,Pride and Glory,6.3,243.0
3353,,Action,Crime,Thriller,,,,,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",en,25739015.0,RockNRolla,6.9,851.0
3354,"{'id': 87253, 'name': 'High School Musical Collection', 'poster_path': '/dXIgM9sEWIkUfRH8GZUKHv1t5n.jpg', 'backdrop_path': '/t1mwGPJi3NkwMeyeUHr9zlQhlTo.jpg'}",Comedy,Drama,Family,Music,Romance,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",en,0.0,High School Musical 3: Senior Year,6.1,858.0
3355,"{'id': 13800, 'name': 'Futurama Collection', 'poster_path': '/vkrtsW1Fyzu4rRpWYz2ybDfKXb0.jpg', 'backdrop_path': '/wZ1Xuwhu4hbcHPAAZz9sFTIZTKX.jpg'}",Animation,Comedy,Science Fiction,,,,,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",en,0.0,Futurama: Bender's Game,6.9,152.0
3356,"{'id': 14740, 'name': 'Madagascar Collection', 'poster_path': '/kjA2VkYx929rPKMPFQRb0lPqY3w.jpg', 'backdrop_path': '/lzTIAbvMeGWB7PUrmBZXulGA28M.jpg'}",Family,Animation,,,,,,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}]",en,603900354.0,Madagascar: Escape 2 Africa,6.2,1866.0
3357,,Drama,Mystery,Science Fiction,Thriller,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",en,19844979.0,Blindness,6.4,393.0
3358,,Crime,Drama,Mystery,,,,,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",en,113020255.0,Changeling,7.3,1151.0
3359,,Adventure,Drama,,,,,,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",en,27635305.0,The Road,6.8,1113.0
3360,,Drama,Romance,,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,377910544.0,Slumdog Millionaire,7.6,2918.0
3361,"{'id': 645, 'name': 'James Bond Collection', 'poster_path': '/HORpg5CSkmeQlAolx3bKMrKgfi.jpg', 'backdrop_path': '/6VcVl48kNKvdXOZfJPdarlUGOsk.jpg'}",Adventure,Action,Thriller,Crime,,,,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",en,586090727.0,Quantum of Solace,6.1,3015.0
3362,,Comedy,,,,,,,"[{'id': 35, 'name': 'Comedy'}]",en,92380927.0,Role Models,6.4,575.0
3363,,Drama,Action,Comedy,Crime,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",fr,276891.0,JCVD,6.6,155.0
3364,"{'id': 148055, 'name': 'Camp Rock Collection', 'poster_path': '/4xOyXRsjxcKlgNWaBRvagtRF59Y.jpg', 'backdrop_path': '/itL2G9nPEaB6VD7ShsMSVqM1bSO.jpg'}",Comedy,Drama,Family,Music,TV Movie,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}, {'id': 10770, 'name': 'TV Movie'}]",en,0.0,Camp Rock,6.0,432.0
