,title,id,revenue,vote_average,vote_count,genre1,genre2,genre3,genre4,genre5,genre6,genre7
1489,Fire in the Sky,15613,19724334.0,6.5,128.0,Drama,Horror,Thriller,Mystery,,,
1490,The Battle of Algiers,17295,921548.0,7.8,167.0,Drama,War,History,,,,
1491,Silver Streak,11558,51079064.0,6.8,101.0,Comedy,Crime,Romance,Thriller,,,
1492,Sorcerer,38985,12000000.0,7.5,104.0,Action,Thriller,Adventure,,,,
1493,Blue Thunder,6341,42313354.0,5.9,117.0,Science Fiction,Action,Thriller,Crime,Drama,,
1494,Rumble Fish,232,2494480.0,6.8,141.0,Action,Adventure,Crime,Drama,Romance,,
1495,Twilight Zone: The Movie,15301,29450919.0,6.2,164.0,Drama,Fantasy,Horror,Science Fiction,Thriller,,
1496,Prince of Darkness,8852,14182492.0,6.6,192.0,Horror,,,,,,
1497,Kiki's Delivery Service,16859,18172849.0,7.6,768.0,Animation,Adventure,Drama,Fantasy,,,
1498,Cry-Baby,9768,8266343.0,6.4,289.0,Comedy,Music,,,,,
1499,Hard to Kill,9569,47410000.0,5.6,141.0,Action,Thriller,,,,,
1500,Lionheart,9399,24078196.0,5.9,179.0,Action,Thriller,,,,,
1501,Out for Justice,14362,39673161.0,5.9,113.0,Action,Thriller,Crime,,,,
1502,Fortress,12088,6739141.0,5.7,171.0,Action,Thriller,Science Fiction,,,,
1503,2046,844,19271312.0,6.9,208.0,Fantasy,Drama,Science Fiction,Romance,,,
1504,The Accidental Spy,11847,3849941.0,5.9,120.0,Action,Comedy,Thriller,,,,
1505,Sympathy for Mr. Vengeance,4689,1954937.0,7.3,302.0,Action,Drama,Thriller,,,,
1506,Lemony Snicket's A Series of Unfortunate Events,11774,209073645.0,6.7,1521.0,Adventure,Comedy,Family,,,,
1507,Oldboy,670,14980005.0,8.0,2000.0,Drama,Thriller,Mystery,Action,,,
1508,The Jacket,9667,21126225.0,6.8,459.0,Drama,Mystery,Thriller,Fantasy,,,
1509,The Sea Inside,1913,38535221.0,7.2,224.0,Drama,,,,,,
1510,Spanglish,2539,55041367.0,5.8,375.0,Comedy,,,,,,
1511,The Interpreter,179,162944923.0,6.2,400.0,Crime,Thriller,,,,,
1512,Layer Cake,4836,11850214.0,7.0,565.0,Drama,Thriller,Crime,,,,
1513,Flight of the Phoenix,11866,21009180.0,5.7,282.0,Action,Adventure,Drama,Thriller,,,
1514,Mean Creek,12281,603943.0,6.9,110.0,Crime,Drama,,,,,
1515,A Scanner Darkly,3509,7659918.0,6.8,540.0,Animation,Science Fiction,Thriller,,,,
1516,Million Dollar Baby,70,216763646.0,7.7,2519.0,Drama,,,,,,
1517,Hotel Rwanda,205,38000000.0,7.5,805.0,Drama,History,War,,,,
1518,Charlie and the Chocolate Factory,118,474968763.0,6.7,3759.0,Adventure,Comedy,Family,Fantasy,,,
1519,The Life Aquatic with Steve Zissou,421,34808403.0,7.1,781.0,Adventure,Comedy,Drama,,,,
1520,The Aviator,2567,102000000.0,7.0,1526.0,Drama,,,,,,
1521,The Phantom of the Opera,9833,154648887.0,7.0,448.0,Music,Thriller,Drama,Romance,,,
1522,Meet the Fockers,693,516642939.0,6.1,1412.0,Comedy,Romance,,,,,
1523,White Noise,11804,91196419.0,5.6,267.0,Drama,Horror,Thriller,,,,
1524,Appleseed,11633,1461989.0,6.8,116.0,Animation,Action,Science Fiction,,,,
1525,Coach Carter,7214,76669806.0,7.3,510.0,Drama,,,,,,
1526,Downfall,613,92180910.0,7.7,1059.0,Drama,History,War,,,,
1527,Assault on Precinct 13,8978,35294470.0,6.0,318.0,Thriller,,,,,,
1528,Hide and Seek,11096,122644820.0,6.1,455.0,Horror,Mystery,Thriller,,,,
1529,The Wedding Date,6961,47175038.0,6.2,238.0,Comedy,Romance,,,,,
1530,Howl's Moving Castle,4935,234710455.0,8.2,2049.0,Fantasy,Animation,Adventure,,,,
1531,Hitch,8488,368100420.0,6.3,1721.0,Comedy,Drama,Romance,,,,
1532,Constantine,561,230884728.0,6.6,1837.0,Drama,Fantasy,Horror,,,,
1533,Night Watch,3040,32000000.0,6.3,212.0,Fantasy,Action,Thriller,,,,
1534,Kung Fu Hustle,9470,100914445.0,7.2,841.0,Action,Comedy,Crime,Fantasy,,,
1535,The Pacifier,10022,113006880.0,5.8,865.0,Action,Comedy,Drama,Family,Thriller,,
1536,Hostage,2026,77944725.0,6.2,519.0,Mystery,Drama,Thriller,Crime,,,
1537,Robots,9928,260696994.0,6.0,1383.0,Animation,Comedy,Family,Science Fiction,,,
1538,Ice Princess,13374,27645491.0,5.9,189.0,Drama,Comedy,Family,,,,
1539,Sin City,187,158733820.0,7.2,2755.0,Action,Thriller,Crime,,,,
1540,Sahara,7364,119269486.0,5.7,440.0,Action,Adventure,Comedy,Drama,Mystery,,
1541,Fever Pitch,11431,50451307.0,5.9,186.0,Comedy,Drama,Romance,,,,
1542,The Hitchhiker's Guide to the Galaxy,7453,104478416.0,6.6,1340.0,Adventure,Comedy,Family,Science Fiction,,,
1543,The Amityville Horror,10065,108047131.0,6.0,606.0,Horror,Thriller,Drama,,,,
1544,A Lot Like Love,8976,42886719.0,6.5,329.0,Comedy,,,,,,
1545,Kingdom of Heaven,1495,211643158.0,6.6,1187.0,Drama,Action,Adventure,History,War,,
1546,Crash,1640,98410061.0,7.2,1172.0,Drama,,,,,,
1547,Unleashed,10027,50871113.0,6.6,531.0,Action,Crime,,,,,
1548,Star Wars: Episode III - Revenge of the Sith,1895,850000000.0,7.1,4200.0,Science Fiction,Adventure,Action,,,,
1549,Kicking & Screaming,9981,56070433.0,5.6,179.0,Romance,Comedy,Family,,,,
1550,Monster-in-Law,4379,154749918.0,5.6,413.0,Romance,Comedy,,,,,
1551,Madagascar,953,532680671.0,6.6,3322.0,Family,Animation,,,,,
1552,The Longest Yard,9291,190320568.0,6.2,804.0,Comedy,Drama,,,,,
1553,Cinderella Man,921,108539911.0,7.3,630.0,Romance,Drama,History,,,,
1554,The Sisterhood of the Traveling Pants,9779,39053061.0,6.3,396.0,Drama,Comedy,,,,,
1555,Lords of Dogtown,9787,13411957.0,7.0,215.0,Drama,,,,,,
1556,Mr. & Mrs. Smith,787,478207520.0,6.5,3048.0,Action,Comedy,Drama,Thriller,,,
1557,Batman Begins,272,374218673.0,7.5,7511.0,Action,Crime,Drama,,,,
1558,Land of the Dead,11683,46770602.0,6.0,395.0,Horror,,,,,,
1559,War of the Worlds,74,591739379.0,6.2,2397.0,Adventure,Thriller,Science Fiction,,,,
1560,March of the Penguins,1667,127392239.0,6.9,371.0,Documentary,Family,,,,,
1561,Wedding Crashers,9522,285176741.0,6.4,1406.0,Comedy,Romance,,,,,
1562,Russian Dolls,1826,23727301.0,6.8,156.0,Comedy,Drama,Romance,,,,
1563,Hustle & Flow,10476,23563727.0,6.9,101.0,Drama,,,,,,
1564,The Island,1635,162949164.0,6.5,1813.0,Action,Thriller,Science Fiction,Adventure,,,
1565,Sky High,11459,86369815.0,5.8,568.0,Adventure,Comedy,Family,,,,
1566,Must Love Dogs,11648,58405313.0,5.8,142.0,Romance,Comedy,,,,,
1567,Serenity,16320,38869464.0,7.4,1287.0,Science Fiction,Action,Adventure,Thriller,,,
1568,Broken Flowers,308,45742101.0,6.8,359.0,Comedy,Drama,Mystery,Romance,,,
1569,The Skeleton Key,9913,91974818.0,6.4,588.0,Drama,Horror,Mystery,Thriller,,,
1570,Four Brothers,8292,92374674.0,6.7,617.0,Action,Crime,,,,,
1571,The 40 Year Old Virgin,6957,109449237.0,6.2,2020.0,Comedy,Romance,,,,,
1572,Red Eye,11460,57891803.0,6.2,471.0,Horror,Thriller,,,,,
1573,Dilwale Dulhania Le Jayenge,19404,100000000.0,9.1,661.0,Comedy,Drama,Romance,,,,
1574,The Brothers Grimm,4442,105316267.0,5.6,847.0,Adventure,Fantasy,Action,Comedy,Thriller,,
1575,The Constant Gardener,1985,82466670.0,6.9,428.0,Drama,Mystery,Thriller,,,,
1576,Transporter 2,9335,85167639.0,6.2,1076.0,Action,Thriller,Crime,,,,
1577,Just Like Heaven,9007,102854431.0,6.5,595.0,Comedy,Fantasy,Romance,,,,
1578,Proof,9777,7535331.0,6.2,182.0,Drama,Mystery,,,,,
1579,Lord of War,1830,24127895.0,7.0,1356.0,Crime,Drama,Thriller,,,,
1580,Cry_Wolf,10092,10047674.0,5.6,127.0,Horror,Thriller,,,,,
1581,Everything is Illuminated,340,2697930.0,7.4,251.0,Comedy,Drama,,,,,
1582,Domino,9923,22944502.0,6.0,450.0,Action,Crime,,,,,
1583,Waiting...,7553,18637690.0,6.2,241.0,Comedy,,,,,,
1584,An Unfinished Life,1947,18618284.0,6.7,165.0,Drama,,,,,,
1585,The Exorcism of Emily Rose,8643,144216468.0,6.3,675.0,Crime,Drama,Horror,Thriller,,,
1586,Flightplan,9315,223387299.0,6.1,796.0,Thriller,Drama,Mystery,,,,
1587,Corpse Bride,3933,117195061.0,7.2,1957.0,Romance,Fantasy,Animation,Music,,,
1588,A History of Violence,59,60740827.0,6.9,850.0,Drama,Thriller,Crime,,,,
1589,Oliver Twist,257,42093706.0,6.7,283.0,Crime,Drama,Family,,,,
1590,The Greatest Game Ever Played,15487,15431177.0,6.9,112.0,Drama,Family,,,,,
1591,Capote,398,49084830.0,6.9,394.0,Crime,Drama,,,,,
1592,Into the Blue,11968,44434439.0,5.8,466.0,Action,Thriller,Adventure,Crime,,,
1593,Mirrormask,14517,866999.0,6.6,107.0,Fantasy,,,,,,
1594,The Curse of the Were-Rabbit,533,192452832.0,6.8,660.0,Adventure,Animation,Comedy,Family,,,
1595,Kiss Kiss Bang Bang,5236,15785148.0,7.2,900.0,Action,Comedy,Crime,Mystery,,,
1596,Goal!: The Dream Begins,9763,27610873.0,6.6,244.0,Drama,,,,,,
1597,The Wraith,10017,3500000.0,5.9,109.0,Romance,Science Fiction,Horror,Action,Crime,,
1598,The Squid and the Whale,10707,11098131.0,6.9,229.0,Comedy,Drama,,,,,
1599,Two for the Money,9910,30526509.0,5.9,156.0,Comedy,Crime,Drama,Thriller,,,
1600,Brokeback Mountain,142,178043761.0,7.5,1531.0,Drama,Romance,,,,,
1601,Elizabethtown,9621,52034889.0,6.1,335.0,Comedy,Drama,Romance,,,,
1602,North Country,9701,25224242.0,6.9,127.0,Drama,,,,,,
1603,"Good Night, and Good Luck.",3291,54600000.0,6.8,274.0,Drama,History,,,,,
1604,The Proposition,16608,5048693.0,7.1,221.0,Action,Adventure,Crime,Drama,Thriller,Western,
1605,Stay,8066,8342132.0,6.5,346.0,Mystery,Thriller,Drama,,,,
1606,The Legend of Zorro,1656,142400065.0,5.9,909.0,Action,Adventure,,,,,
1607,The Weather Man,6963,12482775.0,6.0,292.0,Comedy,Drama,,,,,
1608,Saw II,215,152925093.0,6.3,1288.0,Horror,,,,,,
1609,Jarhead,25,96889998.0,6.6,776.0,Drama,War,,,,,
1610,Chicken Little,9982,314432665.0,5.6,974.0,Animation,Family,Comedy,,,,
1611,Joyeux No梨쁫,11661,17709155.0,7.2,216.0,Romance,Drama,History,War,Music,,
1612,Get Rich or Die Tryin',10060,46442528.0,6.3,188.0,Drama,,,,,,
1613,Syriana,231,94000000.0,6.3,455.0,Drama,Thriller,,,,,
1614,Derailed,8999,57479076.0,6.1,322.0,Drama,Thriller,,,,,
1615,Pride & Prejudice,4348,121147947.0,7.8,1406.0,Drama,Romance,,,,,
1616,Wolf Creek,9885,27762648.0,6.1,288.0,Horror,Thriller,,,,,
1617,Harry Potter and the Goblet of Fire,674,895921036.0,7.5,5758.0,Adventure,Fantasy,Family,,,,
1618,Walk the Line,69,186438883.0,7.3,732.0,Drama,Music,Romance,,,,
1619,Rent,1833,31670620.0,6.7,159.0,Drama,Romance,,,,,
1620,Zathura: A Space Adventure,6795,64321501.0,6.1,808.0,Family,Fantasy,Science Fiction,Adventure,,,
1621,"Yours, Mine & Ours",13499,72028752.0,5.7,233.0,Comedy,Family,Romance,,,,
1622,Match Point,116,85306374.0,7.2,1134.0,Drama,Thriller,Crime,Romance,,,
1623,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",411,748806957.0,6.7,2709.0,Adventure,Family,Fantasy,,,,
1624,King Kong,254,550000000.0,6.6,2403.0,Adventure,Drama,Action,,,,
1625,Memoirs of a Geisha,1904,162242962.0,7.3,670.0,Drama,History,Romance,,,,
1626,The Matador,9515,17297244.0,6.2,137.0,Action,Comedy,Crime,Drama,Thriller,,
1627,The Three Burials of Melquiades Estrada,8053,12036149.0,7.0,180.0,Adventure,Crime,Drama,Mystery,Western,,
1628,Munich,612,130358911.0,7.0,706.0,Drama,Action,History,Thriller,,,
1629,The Producers,9899,38058335.0,6.1,153.0,Comedy,Music,,,,,
1630,Transamerica,546,13350369.0,6.9,149.0,Drama,,,,,,
1631,Cheaper by the Dozen 2,9641,129181830.0,5.8,542.0,Comedy,,,,,,
1632,Fun with Dick and Jane,7552,202026112.0,5.9,639.0,Comedy,,,,,,
1633,Keeping Mum,9687,18564702.0,6.5,165.0,Comedy,,,,,,
1634,The New World,11400,30536013.0,6.4,336.0,Drama,History,Romance,,,,
1635,District B13,10045,9584131.0,6.5,572.0,Action,Thriller,Science Fiction,,,,
1636,Hostel,1690,80578934.0,5.7,913.0,Horror,,,,,,
1637,Tristan & Isolde,9044,28000000.0,6.4,240.0,Drama,,,,,,
1638,Last Holiday,17379,38399961.0,6.4,123.0,Adventure,Comedy,Drama,,,,
1639,Hoodwinked!,10982,51053787.0,6.0,491.0,Animation,Comedy,Family,,,,
1640,Underworld: Evolution,834,111340801.0,6.4,1548.0,Fantasy,Action,Science Fiction,Thriller,,,
1641,Bandidas,1969,10496317.0,5.8,319.0,Action,Comedy,Western,Crime,,,
1642,Nanny McPhee,11283,122489822.0,6.4,742.0,Fantasy,Comedy,Family,,,,
1643,Final Destination 3,9286,117719158.0,5.8,1000.0,Horror,Mystery,,,,,
1644,Curious George,9975,69834815.0,6.1,109.0,Adventure,Animation,Comedy,Family,,,
1645,Firewall,9754,82800000.0,5.6,270.0,Thriller,,,,,,
1646,Eight Below,9036,120455994.0,6.7,553.0,Adventure,Drama,Family,,,,
1647,Running Scared,7304,9500000.0,7.0,332.0,Action,Crime,Drama,Thriller,,,
1648,Just My Luck,10025,38159905.0,5.8,512.0,Comedy,Drama,Family,Fantasy,Romance,,
1649,16 Blocks,2207,65664721.0,6.2,675.0,Action,Adventure,Crime,Thriller,,,
1650,Ice Age: The Meltdown,950,660940780.0,6.5,3034.0,Animation,Family,Comedy,Adventure,,,
1651,V for Vendetta,752,132511035.0,7.7,4562.0,Action,Thriller,Fantasy,,,,
1652,She's the Man,9655,33889159.0,6.4,691.0,Comedy,Drama,Family,Romance,,,
1653,Thank You for Smoking,9388,24793509.0,7.1,670.0,Comedy,Drama,,,,,
1654,Find Me Guilty,9950,2636637.0,6.5,139.0,Drama,,,,,,
1655,Inside Man,388,184376254.0,7.3,1671.0,Crime,Drama,Thriller,,,,
1656,Aquamarine,14191,23006849.0,5.8,372.0,Fantasy,Romance,Family,Comedy,,,
1657,The Hills Have Eyes,9792,69623713.0,6.1,726.0,Horror,Thriller,,,,,
1658,The Lives of Others,582,70000000.0,7.9,977.0,Drama,Thriller,,,,,
1659,Take the Lead,12763,34742066.0,6.6,171.0,Music,,,,,,
1660,Lucky Number Slevin,186,56308881.0,7.4,1356.0,Drama,Thriller,Crime,Mystery,,,
1661,Volver,219,85582407.0,7.3,419.0,Comedy,Drama,Romance,,,,
1662,Brick,9270,3919254.0,6.8,366.0,Drama,Mystery,,,,,
1663,Hard Candy,2652,7022209.0,6.8,726.0,Drama,Thriller,,,,,
1664,The Sentinel,5820,77920346.0,5.8,230.0,Action,Thriller,Crime,,,,
1665,Silent Hill,588,97607453.0,6.3,1093.0,Horror,Mystery,,,,,
1666,The Protector,8982,27165581.0,6.8,171.0,Action,Crime,Drama,Thriller,,,
1667,Mission: Impossible III,956,397850012.0,6.5,2062.0,Adventure,Action,Thriller,,,,
1668,RV,9530,87528173.0,5.6,503.0,Comedy,,,,,,
1669,United 93,9829,76286096.0,6.9,377.0,Drama,History,Crime,Thriller,Action,,
1670,Over the Hedge,7518,343397247.0,6.3,1116.0,Comedy,Animation,Family,,,,
1671,The Da Vinci Code,591,767820459.0,6.5,2773.0,Thriller,Mystery,,,,,
1672,X-Men: The Last Stand,36668,459359555.0,6.3,3581.0,Adventure,Action,Science Fiction,Thriller,,,
1673,The Break-Up,9767,204999686.0,5.6,851.0,Romance,Comedy,,,,,
1674,Cars,920,461983149.0,6.6,3991.0,Animation,Adventure,Comedy,Family,,,
1675,Nacho Libre,9353,80197993.0,5.6,368.0,Comedy,Family,,,,,
1676,The Lake House,2044,114830111.0,6.5,689.0,Romance,Drama,Mystery,,,,
1677,Click,9339,237681299.0,6.0,2167.0,Comedy,Drama,Fantasy,Romance,,,
1678,The Devil Wears Prada,350,326551094.0,7.0,3198.0,Comedy,Drama,Romance,,,,
1679,Pirates of the Caribbean: Dead Man's Chest,58,1065659812.0,7.0,5380.0,Adventure,Fantasy,Action,,,,
1680,Clerks II,2295,26888376.0,6.9,407.0,Comedy,,,,,,
1681,Marie Antoinette,1887,60474340.0,6.5,662.0,Drama,History,,,,,
1682,An Inconvenient Truth,1781,46243000.0,6.7,257.0,Documentary,,,,,,
1683,The Fast and the Furious: Tokyo Drift,9615,158468292.0,6.1,1749.0,Action,Crime,Drama,Thriller,,,
1684,Little Miss Sunshine,773,100523181.0,7.5,1728.0,Comedy,Drama,,,,,
1685,Babel,1164,135330182.0,6.9,1083.0,Drama,,,,,,
1686,Monster House,9297,140175006.0,6.3,912.0,Animation,Comedy,Family,Fantasy,,,
1687,Scoop,512,31584901.0,6.4,435.0,Comedy,Mystery,,,,,
1688,Talladega Nights: The Ballad of Ricky Bobby,9718,162966177.0,6.2,497.0,Comedy,,,,,,
1689,Night at the Museum,1593,574480841.0,6.4,2949.0,Action,Adventure,Comedy,Family,Fantasy,,
1690,World Trade Center,1852,162945894.0,5.9,461.0,Drama,History,Thriller,,,,
1691,Stranger Than Fiction,1262,53653224.0,7.1,743.0,Comedy,Drama,Fantasy,Romance,,,
1692,Miami Vice,82,163794509.0,5.7,494.0,Action,Adventure,Crime,Thriller,,,
1693,The Pursuit of Happyness,1402,307077295.0,7.7,2607.0,Drama,,,,,,
1694,John Tucker Must Die,9293,41009669.0,5.9,375.0,Comedy,,,,,,
1695,Crank,1948,42931041.0,6.6,1172.0,Action,Thriller,Crime,,,,
1696,Chaos,5289,10289.0,6.1,278.0,Drama,Action,Crime,,,,
1697,Step Up,9762,114194847.0,6.7,1092.0,Music,Drama,Romance,Crime,,,
1698,Half Nelson,7859,4911725.0,6.5,243.0,Drama,,,,,,
1699,Tideland,11559,566611.0,6.3,147.0,Fantasy,Drama,Thriller,Science Fiction,,,
1700,Accepted,9788,38505009.0,6.2,412.0,Comedy,,,,,,
1701,The Illusionist,1491,86915017.0,7.1,1657.0,Fantasy,Drama,Thriller,Romance,,,
1702,The Queen,1165,123384128.0,6.8,344.0,Drama,,,,,,
1703,Beerfest,9988,19179969.0,5.8,173.0,Comedy,,,,,,
1704,The Wind That Shakes the Barley,1116,22889018.0,7.1,155.0,Drama,History,War,,,,
1705,Idiocracy,7512,495303.0,6.3,681.0,Adventure,Comedy,Science Fiction,,,,
1706,The Fountain,1381,15304890.0,6.8,852.0,Drama,Adventure,Science Fiction,Romance,,,
1707,The Science of Sleep,300,9524340.0,6.8,253.0,Comedy,Drama,Fantasy,,,,
1708,The Black Dahlia,9676,49111202.0,5.7,292.0,Drama,,,,,,
1709,Gridiron Gang,9766,41480851.0,6.6,210.0,Action,Adventure,Crime,Drama,,,
1710,Apocalypto,1579,120175290.0,7.3,1252.0,Action,Adventure,Drama,Thriller,,,
1711,Flyboys,9664,17800000.0,6.3,274.0,Action,Adventure,Drama,History,Romance,War,
1712,Jackass Number Two,12094,72778712.0,6.4,306.0,Action,Comedy,Documentary,,,,
1713,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,496,261572744.0,6.5,1617.0,Comedy,,,,,,
1714,Pan's Labyrinth,1417,83258226.0,7.6,3122.0,Fantasy,Drama,War,,,,
1715,The Guardian,4643,55011732.0,6.8,394.0,Action,Adventure,Drama,,,,
1716,Open Season,7484,197309027.0,6.1,676.0,Adventure,Animation,Family,,,,
1717,School for Scoundrels,9842,17807569.0,5.6,112.0,Comedy,Drama,Romance,,,,
1718,The Departed,1422,289847354.0,7.9,4455.0,Drama,Thriller,Crime,,,,
1719,Man of the Year,9895,41237648.0,5.8,129.0,Comedy,Drama,Romance,Thriller,,,
1720,Little Children,1440,14821658.0,6.9,243.0,Romance,Drama,,,,,
1721,The Last King of Scotland,1523,48027970.0,7.4,568.0,Drama,,,,,,
1722,Shortbus,1378,5179037.0,6.3,141.0,Romance,Drama,Comedy,,,,
1723,Children of Men,9693,69959751.0,7.4,2120.0,Drama,Action,Thriller,Science Fiction,,,
1724,The Prestige,1124,109676311.0,8.0,4510.0,Drama,Mystery,Thriller,,,,
1725,Flags of Our Fathers,3683,65900249.0,6.7,532.0,War,Drama,History,,,,
1726,Saw III,214,163876815.0,6.1,1104.0,Horror,Thriller,Crime,,,,
1727,Flushed Away,11619,64459316.0,6.0,909.0,Adventure,Animation,Comedy,Family,,,
1728,Perfume: The Story of a Murderer,1427,132180323.0,7.1,1198.0,Crime,Fantasy,Drama,,,,
1729,A Good Year,9726,42064105.0,6.5,360.0,Comedy,Drama,Romance,,,,
1730,Casino Royale,36557,599045960.0,7.3,3930.0,Adventure,Action,Thriller,,,,
1731,Happy Feet,9836,384335608.0,5.9,1457.0,Animation,Comedy,,,,,
1732,D梨뷽�슞 Vu,7551,180557550.0,6.6,1519.0,Action,Thriller,Science Fiction,,,,
1733,The Holiday,1581,194168700.0,6.7,1259.0,Comedy,Romance,,,,,
1734,Harsh Times,7873,5967038.0,6.3,198.0,Crime,Drama,Thriller,Action,,,
1735,Tenacious D in The Pick of Destiny,2179,13405595.0,6.5,419.0,Comedy,Music,,,,,
1736,Blood Diamond,1372,170877916.0,7.4,2344.0,Drama,Thriller,Action,,,,
1737,Charlotte's Web,9986,144000000.0,5.8,300.0,Comedy,Family,Fantasy,,,,
1738,Rocky Balboa,1246,155721132.0,6.5,858.0,Drama,,,,,,
1739,We Are Marshall,11170,43545364.0,6.7,189.0,Drama,,,,,,
1740,The Good Shepherd,1247,59908565.0,6.3,342.0,Drama,Thriller,History,,,,
1741,Dreamgirls,1125,154937680.0,6.6,292.0,Drama,,,,,,
1742,Freedom Writers,1646,41170784.0,7.6,368.0,Crime,Drama,,,,,
1743,Notes on a Scandal,1259,49469904.0,6.9,239.0,Drama,Romance,,,,,
1744,Letters from Iwo Jima,1251,68673228.0,7.2,553.0,Action,Adventure,Drama,War,,,
1745,Miss Potter,13967,35078241.0,6.3,143.0,Drama,Family,Romance,,,,
1746,Arthur and the Invisibles,9992,107944236.0,6.0,663.0,Adventure,Fantasy,Animation,Family,,,
1747,The Hitcher,8398,25399945.0,5.6,253.0,Action,Horror,Crime,,,,
1748,Bridge to Terabithia,1265,137587063.0,7.0,1146.0,Adventure,Drama,Family,,,,
1749,Waitress,10758,22179430.0,6.6,132.0,Comedy,,,,,,
1750,Catch and Release,13668,16158487.0,5.8,109.0,Comedy,Drama,Romance,,,,
1751,Smokin' Aces,7516,57103895.0,6.4,541.0,Action,Comedy,Crime,Thriller,,,
1752,The Messengers,9966,1109660.0,5.6,216.0,Mystery,Thriller,Horror,,,,
1753,Hannibal Rising,1248,82169884.0,6.0,666.0,Crime,Drama,Thriller,,,,
1754,Ratatouille,2062,623722818.0,7.5,4510.0,Animation,Comedy,Family,Fantasy,,,
1755,"Paris, je t'aime",2266,4857367.0,6.7,213.0,Drama,Romance,,,,,
1756,The Astronaut Farmer,5172,11130889.0,6.2,124.0,Adventure,Comedy,Drama,Science Fiction,,,
1757,It's a Boy Girl Thing,37725,7385434.0,6.3,279.0,Comedy,Fantasy,Romance,,,,
1758,Unknown,9828,3338228.0,6.4,116.0,Crime,Drama,Mystery,Thriller,,,
1759,Music and Lyrics,11172,145896422.0,6.2,569.0,Comedy,Music,Romance,,,,
1760,The Number 23,3594,77566815.0,6.3,1045.0,Thriller,Drama,Mystery,,,,
1761,Black Snake Moan,7874,10903846.0,6.6,247.0,Drama,,,,,,
1762,Hot Fuzz,4638,80573774.0,7.4,2252.0,Crime,Action,Comedy,,,,
1763,Next,1738,76066841.0,5.9,880.0,Action,Science Fiction,Thriller,,,,
1764,Romanzo criminale,14375,4851244.0,7.3,112.0,Drama,,,,,,
1765,Zodiac,1949,84785914.0,7.3,2080.0,Crime,Drama,Mystery,Thriller,,,
1766,300,1271,422610419.0,7.0,5092.0,Action,Adventure,War,,,,
1767,The Host,1255,88489643.0,6.7,546.0,Horror,Drama,Science Fiction,,,,
1768,Becoming Jane,2977,37311672.0,6.9,325.0,Drama,Romance,,,,,
1769,Premonition,9963,84146832.0,5.8,391.0,Thriller,Drama,Mystery,,,,
1770,Dead Silence,14001,22217407.0,6.2,533.0,Horror,,,,,,
1771,Reign Over Me,2355,22222308.0,7.1,340.0,Drama,,,,,,
1772,Shooter,7485,95696996.0,6.9,1495.0,Action,Drama,Mystery,Thriller,Crime,,
1773,TMNT,1273,95608995.0,6.0,349.0,Adventure,Animation,Comedy,Family,,,
1774,Black Book,9075,26193068.0,7.2,288.0,Drama,Thriller,War,,,,
1775,The Lookout,8270,5367030.0,6.6,209.0,Crime,Drama,Thriller,,,,
1776,Meet the Robinsons,1267,169332978.0,6.7,787.0,Animation,Comedy,Family,,,,
1777,Seraphim Falls,13249,1196307.0,6.4,147.0,Western,Drama,,,,,
1778,Sunshine,1272,32017803.0,7.0,1210.0,Science Fiction,Thriller,,,,,
1779,Disturbia,8271,117760134.0,6.6,1038.0,Thriller,Drama,Mystery,,,,
1780,Vacancy,10294,35300645.0,6.0,406.0,Horror,Thriller,,,,,
1781,In the Land of Women,13067,17500000.0,5.8,163.0,Romance,Comedy,Drama,,,,
1782,Mr. Bean's Holiday,1268,229736344.0,6.1,682.0,Family,Comedy,,,,,
1783,The Invisible,9785,26810113.0,6.0,148.0,Crime,Drama,Fantasy,Mystery,Thriller,,
1784,Spider-Man 3,559,890871626.0,5.9,3687.0,Fantasy,Action,Adventure,,,,
1785,Tales from Earthsea,37933,68000000.0,6.5,278.0,Adventure,Fantasy,Animation,Science Fiction,,,
1786,Day Watch,2269,38862717.0,6.2,170.0,Fantasy,Horror,,,,,
1787,This Is England,11798,8176544.0,7.4,370.0,Drama,Crime,,,,,
1788,Knocked Up,4964,219076518.0,6.2,1255.0,Comedy,Romance,Drama,,,,
1789,Hairspray,2976,90450008.0,6.5,738.0,Family,Comedy,Music,Romance,,,
1790,28 Weeks Later,1562,64238440.0,6.5,1225.0,Horror,Thriller,Science Fiction,,,,
1791,Shrek the Third,810,798958165.0,6.0,2355.0,Fantasy,Adventure,Animation,Comedy,Family,,
1792,Once,5723,20710513.0,7.4,457.0,Drama,Music,Romance,,,,
1793,Pirates of the Caribbean: At World's End,285,961000000.0,6.9,4627.0,Adventure,Fantasy,Action,,,,
1794,Bug,12526,8059140.0,6.0,167.0,Horror,Thriller,,,,,
1795,Mr. Brooks,3432,41637263.0,6.8,543.0,Drama,Crime,Mystery,Thriller,,,
1796,88 Minutes,3489,16930884.0,5.7,323.0,Crime,Mystery,Thriller,,,,
1797,Ocean's Thirteen,298,311312624.0,6.5,2040.0,Crime,Thriller,,,,,
1798,Hostel: Part II,1691,35619521.0,5.6,464.0,Horror,,,,,,
1799,Surf's Up,9408,149044513.0,5.9,616.0,Animation,Comedy,Family,,,,
